"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
24.7,7.87,4.55,528,140,158.29,33.4,127.12,0.7,3.36,0.74,1.55,4.64,46.11,0.85,16,71.11,8.37,2.71,185,359,0.1,1.38,3.3383,5500,845,5e-04,0.05,0.05,3.125,0.265,5e-04,0.1,6400,40.28,270,240000,240000,30.6,,,13,19.033,0,2011-07-19,"2011","7","RS-06"
28,7.7,5.5,470,450,138.69,27.99,118.01,0.72,3.07,0.62,3.77,9.22,41.53,0.019,16.65,105.42,8.37,2.2,157,784,1,0.1,9.2016,0.0025,0.1259,5e-04,0.05,0.05,8.768,0.48,5e-04,0.1,104,40.95,480,4600000,930000,28.1,,,62,27.53,0,2011-07-19,"2011","7","RS-07"
27.1,7.56,4.48,510,500,96.98,16.63,103.75,0.47,2.58,0.434,3.65,8.54,39.99,0.019,27.96,125.69,8.37,1.42,206,757,1.5,0.1,10.2324,4800,0.1385,1330,0.05,0.05,9.945,0.492,5e-04,0.1,116,22.65,0.261,930000,930000,32.5,,,25,23.846,0,2011-07-19,"2011","7","RS-08"
25.6,7.52,4.26,322,45,152.26,29.05,105.14,0.89,1.33,0.231,2.91,7.92,45.88,0.27,1.26,47,8.37,1.2,50,329,0.1,0.1,1.3468,6700,502,5e-04,0.05,0.05,1.029,0.173,5e-04,0.1,0.0025,44.61,280,9300,9300,33.8,,,11,8.17,0,2011-07-19,"2011","7","RS-09"
24.9,7.95,5.3,491,45,119.09,27.94,104.54,0.85,4.79,0.713,0.49,2.72,48.13,0.019,6.77,47,8.37,1.12,62,321,0.1,0.1,1.7627,8000,662,5e-04,0.05,0.05,0.976,0.14,5e-04,0.1,0.0025,45.19,420,23000,23000,28,,,77,7.011,1,2011-07-19,"2011","7","RS-RS-010"
22.4,7.14,0.39,471,120,158.79,23.93,135.83,0.63,0.44,0.154,3.28,9,47.01,2.27,23.94,161.56,5.3,2.36,357,316,0.5,1.38,4.6852,5400,663,5e-04,0.05,0.05,3.728,0.445,5e-04,0.1,8600,31.22,330,1100000,1100000,22.2,,,147,57.511,1,2011-07-19,"2011","7","AA-0RS-01"
25.6,7.44,0,769,120,255.27,47.53,163.75,0.91,0.78,220,6.68,14.73,55.75,5.1,40.92,156.1,6.66,4.14,287,429,0.6,10.2,2.9333,5700,760,5e-04,0.05,0.05,1.741,0.397,5e-04,0.1,6300,75.04,920,2400000,2400000,32,,,23,44.53,1,2011-07-19,"2011","7","AA-0RS-02"
23.6,6.95,0.16,378,210,147.23,19.58,128.9,0.27,0.62,180,2.6,6.87,29.73,0.019,7.65,100.35,8.37,1.83,157,353,0.1,0.1,5.9054,5000,0.1234,5e-04,0.05,0.05,6.284,0.482,5e-04,0.1,3400,19.57,0.02,2400000,2400000,24.7,,,49,7.4,1,2011-07-19,"2011","7","RZ-0RS-01"
26.4,8.39,4.05,856,45,313.06,49.47,231.66,1.25,0.1,0.022,0.8,3.71,67.42,0.019,7.86,68.55,7.59,0.37,46,614,0.1,0.1,7.7299,6700,0.1607,5e-04,0.05,0.05,1.792,890,5e-04,0.1,0.0025,73.92,6.094,93000,93000,25.5,,,53,32.15,0,2011-08-23,"2011","8","RS-01"
23.6,7.16,0.84,1127,2.2,371.4,82.64,302.15,0.63,0.3,340,3.9,9.47,146.63,0.44,22.92,106.96,4.82,5.83,1,730,0.1,23.71,353,5400,0.1154,5e-04,0.05,0.05,620,0.567,5e-04,0.1,0.0025,83.73,0.02,240000,93000,29.9,,,13,9.912,0,2011-08-23,"2011","8","RS-02"
28,7.26,2.44,1101,8,287.93,100.74,252.65,0.67,0.1,0.022,1.48,4.95,133.8,0.21,8.88,43.59,10.79,3.41,26,717,0.2,0.1,0.4917,4300,0.1177,5e-04,0.05,0.05,0.318,0.329,5e-04,0.1,0.0025,102.83,0.02,15000,15000,33.2,,,14,10.79,1,2011-08-23,"2011","8","RS-03"
25.9,7.34,1.49,647,85,188.44,38.94,154.44,0.68,0.1,0.022,5.38,12.87,81.35,1.37,48.24,122.41,3.65,3.66,117,425,0.2,0.1,9.3282,3000,524,5e-04,0.05,0.05,2.495,0.298,5e-04,0.1,2700,50.44,360,2400000,2400000,34,,,32,40.55,0,2011-08-23,"2011","8","RS-04"
25.3,7.81,0.56,846,36,283.91,60,181.8,0.63,0.1,0.022,9.22,20.79,59.74,0.31,72.36,166.76,17.48,2.56,53,505,0.1,0.1,7.6966,3000,564,5e-04,0.05,0.05,1.041,0.364,5e-04,0.1,0.0025,63.92,0.02,430000,430000,30,,,29,48.2,0,2011-08-23,"2011","8","RS-05"
26.4,7.75,6.17,434,150,136.68,28.64,111.87,0.27,3.24,0.643,1.24,5.07,42.1,1.47,34.14,106.17,8.37,2.21,182,322,0.8,0.1,7.0364,2600,486,5e-04,0.05,0.05,4.755,0.201,5e-04,0.1,0.0025,29.5,270,930000,930000,28.4,,,24,36.65,0,2011-08-23,"2011","8","RS-06"
27,7.58,1.77,837,42,241.2,60.19,169.69,0.78,0.1,0.543,6.56,15.35,77.64,2.32,57.36,169.93,8.25,3.33,82,535,0.1,0.1,3.8101,4700,364,2960,0.05,0.05,1.549,0.209,5e-04,0.1,3800,70.15,830,1.1e+07,4600000,25.6,,,269,59.84,1,2011-08-23,"2011","8","RS-07"
28,7.63,1.84,986,90,284.92,77.65,173.49,0.97,0.1,810,11.76,25.93,89.72,5.09,118.8,237.25,12.97,4.72,177,625,0.2,0.58,8.7867,5000,564,7650,0.05,0.05,2.397,0.29,5e-04,0.1,6400,86.38,0.153,1.1e+07,4600000,32.9,,,88,52.53,1,2011-08-23,"2011","8","RS-08"
27.8,7.31,5.2,470,10,150.75,28.31,98.6,0.72,0.1,280,0.99,4.14,51.02,3.66,14.31,38.24,4.52,0.7,18,318,0.1,0.1,0.537,4300,0.005,5e-04,0.05,0.05,0.315,970,5e-04,0.1,3500,37.77,350,9300,4300,36.1,,,51,19.41,0,2011-08-23,"2011","8","RS-09"
30,6.8,7.78,437,17,128.14,26.51,111.47,0.66,0.1,0.129,0.5,1.98,46.67,0.22,1.26,25.24,8.37,1.18,27,324,0.1,0.1,1.9915,5400,0.005,5e-04,0.05,0.05,0.765,770,5e-04,0.1,7600,35.83,440,4300,4300,33.3,,,61,20.92,0,2011-08-23,"2011","8","RS-RS-010"
23.2,7.4,1.14,581,70,189.44,29.01,162.76,0.7,0.1,0.022,5.82,13.3,51.96,2.23,48.96,117.65,8.37,2.43,124,365,0.3,0.1,9.0052,4100,221,2180,0.05,0.05,2.244,0.321,5e-04,0.1,6000,42.16,570,2.4e+07,4300000,23,,,206,68.52,1,2011-08-23,"2011","8","AA-0RS-01"
27.3,7.53,0.21,801,55,287.93,50.86,187.51,0.84,0.18,0.022,7.12,16.52,70.77,3.11,62.16,233.69,7.36,3.77,105,492,0.4,4.49,8.0244,3300,606,5e-04,0.05,0.05,1.491,0.333,5e-04,0.1,0.0025,63.92,440,4300000,4300000,34.9,,,203,66.42,1,2011-08-23,"2011","8","AA-0RS-02"
25.3,7.3,1.07,644,65,250.24,33.07,173.05,0.67,0.1,0.022,1.67,5.38,30.96,1.03,95.6,152.5,82.04,1.01,78,402,0.1,12.15,7.9864,4700,0.1097,5e-04,0.05,0.05,1.566,0.816,5e-04,0.1,0.0025,47.88,0.02,930000,930000,25.1,,,34,37.3884,1,2011-08-23,"2011","8","RZ-0RS-01"
24.5,7.22,0.78,563,33,253.26,65.05,164.54,0.27,0.25,0.022,2.59,6.58,20.96,1.35,59.88,84.78,8.37,1.13,23,385,0.1,8,684,3800,0.005,5e-04,0.05,0.05,0.436,0.365,5e-04,0.1,0.0025,43.81,290,460000,460000,27.4,,,408,9.05,1,2011-09-27,"2011","9","RS-01"
23.4,7.15,0.85,819,96,307.03,55.12,223.74,0.64,0.27,0.022,2.48,6.08,60.33,0.6,17.7,75.68,8.37,2.81,12,543,0.1,7.22,0.149,4800,6000,5e-04,0.05,0.05,0.144,0.458,5e-04,0.1,0.0025,61.71,0.02,110000,110000,34.2,,,555,9.422,0,2011-09-27,"2011","9","RS-02"
28.2,7.02,2.43,738,209,362.81,51.42,207.11,0.61,0.26,0.022,3.83,8.72,56.74,0.28,26.82,178.25,10.03,3.32,420,544,5.6,2.34,0.2944,6100,104,5e-04,0.05,0.05,8.213,0.472,5e-04,0.1,131,59.56,0.113,110000,46000,32,,,964,10.744,1,2011-09-27,"2011","9","RS-03"
30.8,7.89,0.08,1280,70,500.99,90.04,282.15,1.23,0.21,0.022,11.87,24.71,65.02,8.19,43.56,158.05,8.95,6.49,16,796,0.1,2.93,0.1954,6000,0.005,5e-04,0.05,0.05,0.282,0.294,5e-04,0.1,2700,112.37,0.04,2.4e+07,1.1e+07,33.3,,,812,29.05,0,2011-09-27,"2011","9","RS-04"
27.1,7.75,1.72,1134,15,440.19,81.4,232.45,1,0.24,210,9.23,20.6,60.58,1.31,16.92,70.53,8.37,5.78,27,761,0.1,0.1,0.1326,5700,0.136,5e-04,0.05,0.05,0.24,0.539,5e-04,0.1,3100,102.06,570,240000,240000,27.8,,,788,33.447,1,2011-09-27,"2011","9","RS-05"
22.8,7.96,3.63,1092,10,388.43,77.15,234.04,0.92,3.52,0.624,6.81,15.64,59.44,0.96,29.82,111.32,8.37,4.84,18,720,0.1,6.3,0.2162,5300,0.005,5e-04,0.05,0.05,0.305,0.178,5e-04,0.1,0.0025,97.07,0.04,2.4e+09,1.1e+09,22.3,,,738,30.32,0,2011-09-27,"2011","9","RS-06"
23.3,7.46,0.3,948,65,294.97,40.66,172.66,1.39,0.65,0.022,8.89,19.13,97.57,7.08,93,265.77,16.68,4.21,167,624,1.5,0.56,2.0667,8900,0.005,187.5,570,780,1.354,0.174,1130,0.1,8500,88.34,0.214,2.4e+09,2.4e+09,20.7,,,791,42.569,1,2011-09-27,"2011","9","RS-07"
25.4,7.32,5.29,323,32,99.99,13.31,85.14,0.27,1.49,0.306,2.53,6.3,34.76,1.7,27.66,106.96,11.47,0.92,34,254,0.5,0.1,2.2713,4000,0.005,1730,0.05,0.05,0.948,0.948,5e-04,0.1,7700,20.12,970,4600000,1500000,37.2,,,288,68.711,0,2011-09-27,"2011","9","RS-08"
28.7,7.55,4.17,656,3.8,210.04,39.92,149.72,0.89,1.23,220,3.15,7.54,54.53,0.65,5.2,82.01,8.37,2.37,2,447,0.1,0.1,203,5800,0.005,5e-04,0.05,0.05,0.294,0.294,5170,0.1,0.0025,55.14,810,4600,1500,28.4,,,449,45.837,0,2011-09-27,"2011","9","RS-09"
27.4,7.86,6.51,587,4.4,172.36,39.04,139.79,0.89,3.06,0.621,1.01,3.38,53.21,0.15,8.01,67.36,4.25,2.13,15,411,0.1,0.1,0.2284,7400,0.005,5e-04,0.05,0.05,0.213,0.213,5e-04,0.1,0.0025,55.42,0.02,11000,2400,25.9,,,426,41.026,0,2011-09-27,"2011","9","RS-RS-010"
26.2,7.37,0,739,150,301.5,41.95,254.23,0.9,0.36,0.36,8.83,18.91,60.53,1.81,52.8,295.87,4.34,4.53,375,446,0.6,7.42,0.3202,6100,0.19,1010,570,590,6.579,0.588,1260,0.1,184,60.92,0.405,9300000,4300000,30.3,,,821,75.0632,1,2011-09-27,"2011","9","AA-0RS-01"
25.9,7.63,0,1188,67,493.96,8.62,255.42,1,0.46,0.46,11.7,26.28,65.32,9.58,54.72,178.25,7.28,6.09,86,764,0.3,3.12,0.4853,5800,0.1202,5e-04,0.05,0.05,0.494,0.278,66000,0.1,0.0025,104.55,640,2.4e+08,1.1e+08,31.6,,,850,62.9708,1,2011-09-27,"2011","9","AA-0RS-02"
24,7.14,0.64,606,35,258.79,32.06,173.05,0.27,0.22,0.022,3.21,7.77,22.65,1.63,47.04,136.27,8.37,1.51,30,399,0.1,6.44,0.1487,5000,0.005,5e-04,0.05,0.05,0.632,0.379,5e-04,0.1,0.0025,47.43,290,750000,430000,25.1,,,429,12.2394,1,2011-09-27,"2011","9","RZ-0RS-01"
18.4,7.06,1.38,731,36,298.78,39.93,193.42,0.27,1.1,0.022,8.4,21.83,32.81,2.3,53.64,104.74,8.37,1.23,26,473,0.1,24.01,265.1,3300,111,5e-04,0.05,0.05,0.3,0.217,52000,0.1,0.0025,,260,430000,230000,24.7,,,499,16.133,1,2011-11-15,"2011","11","RS-01"
17,7.14,2.43,1234,3.4,433.67,96.14,331.873,0.81,0.62,0.022,0.5,0.5,110.81,0.25,3.84,37.03,8.37,3.91,18,787,0.1,4.49,0.2309,4100,976,5e-04,0.05,0.05,540,0.212,66000,0.1,0.0025,,530,4600,4600,29.9,,,805,11.218,0,2011-11-15,"2011","11","RS-02"
17,6.98,2.32,1058,4,321.69,79.76,246.41,0.66,0.24,0.022,0.5,0.5,116.94,0.019,3.39,35.58,8.37,2.14,8,713,0.1,6.78,0.233,3500,704,5e-04,0.05,0.05,880,0.248,70000,0.1,0.0025,,370,430,230,28.5,,,721,11.764,1,2011-11-15,"2011","11","RS-03"
19.7,7.69,1.76,1427,80,551.25,101.15,273.9,1.31,0.2,0.022,10.95,25.83,67.24,7.62,46.8,125.67,8.37,6.15,20,869,0.1,27.03,0.3705,3800,117,5e-04,0.05,0.05,0.108,0.248,79000,0.1,0.0025,,920,2400000,230000,31.1,,,889,47.643,1,2011-11-15,"2011","11","RS-04"
21.5,7.73,3.02,1387,10,539.54,93.1,257.56,1.21,2.48,0.19,17.08,35.13,72.93,3.23,14.7,79.63,8.37,6.58,10,816,0.1,0.1,0.8049,0.0025,577,5e-04,670,0.05,0.233,0.352,87000,0.244,0.0025,,0.218,2400000,930000,29.7,,,826,34.729,1,2011-11-15,"2011","11","RS-05"
18.5,8.06,5.44,1309,8,456.06,93.56,253.78,1.19,7.5,0.695,10.06,22.18,70.69,0.39,17.85,72.01,8.37,6.17,9,816,0.1,0.1,0.5974,0.0025,432,5e-04,0.05,0.05,0.213,0.131,83000,0.1,0.0025,,790,2400000,930000,26.7,,,825,42.88,0,2011-11-15,"2011","11","RS-06"
21.9,7.39,0.51,1415,76,335.94,113.53,216.73,1.23,1,0.022,21.97,46.49,123.25,9.65,160.8,336.47,17.97,6.04,91,874,0.1,1.17,1.5665,0.0025,474,0.10346,0.112,0.05,0.633,0.165,1180,0.1,0.0025,,0.222,9.3e+07,4.3e+07,19.8,,,965,38.799,1,2011-11-15,"2011","11","RS-07"
23,8.01,2.62,1150,48,432.65,82.34,231.27,1.59,0.69,0.316,17.56,36.4,90.9,0.74,66.28,161.71,8.37,5.47,102,774,0.2,0.1,1.8635,0.0025,642,212.2,0.05,0.05,1.242,0.266,1120,0.1,0.0025,,0.136,930000,930000,28.3,,,876,47.757,0,2011-11-15,"2011","11","RS-08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,21.16,,2011-11-15,"2011","11","RS-09"
27.1,8.59,7.71,396,7.8,159.32,17.99,107.56,1.07,0.17,0.022,0.5,0.5,22.18,0.019,1.84,34.12,8.37,0.9,10,335,0.1,0.1,0.5366,7100,0.005,5e-04,0.05,0.05,0.167,670,1110,0.1,0.0025,,940,40,40,30.2,,,345,20.077,0,2011-11-15,"2011","11","RS-RS-010"
24.1,7.37,0,1508,65,509,117.76,256.97,1.38,0.81,0.022,24.45,50.56,106.99,11.94,218.14,386.32,22,6.29,117,109,0.3,33.12,1.0892,0.0025,629,5e-04,0.05,0.05,0.467,0.295,1090,0.166,0.0025,,0.125,9.3e+07,4.3e+07,28.2,,,226,100.531,1,2011-11-15,"2011","11","AA-0RS-01"
23,7.78,0.51,1596,50,646.43,106.03,308.36,1.58,0.99,110,28.72,56.83,66.1,11.79,113.4,251.24,10.75,8.05,71,923,0.1,43.9,949.8,0.0025,288,5e-04,0.05,0.05,0.55,0.264,97000,0.145,0.0025,,0.152,7e+06,4e+06,28.7,,,994,98.176,1,2011-11-15,"2011","11","AA-0RS-02"
19.1,7,1.71,796,80,336.96,42.6,182.47,0.52,0.37,110,12.88,30.65,25.17,3.36,80,148.5,8.37,2.01,46,503,0.1,20,0.2829,3700,366.6,5e-04,0.05,0.05,0.313,0.227,5e-04,0.1,0.0025,,590,4600000,430000,23.6,,,549,16.479,1,2011-11-15,"2011","11","RZ-0RS-01"
18.4,8.71,6.5,1172,45,354.66,57.18,239.51,1.44,0.1,0.022,0.5,2.89,82.61,0.019,1.26,34.35,8.37,0.71,55,658,0.1,0.58,3.2299,8300,0.1493,5e-04,0.05,0.05,2.226,560,68000,0.1,0.0025,92.77,740,4300,4300,,,,713,42.32,1,2012-01-24,"2012","1","RS-01"
16.3,7.41,2.17,1315,7.7,372.17,66.34,268.32,1.34,0.1,0.022,0.5,4.2,98.57,0.19,1.26,39.26,8.37,1.6,7,705,0.1,6.25,0.1528,6800,0.177,5e-04,0.05,0.05,620,0.151,68000,0.1,0.0025,97.17,0.08,15000,15000,,,,705,19.834,0,2012-01-24,"2012","1","RS-02"
16.1,7.55,5.02,1328,1.4,367.31,71.88,270.28,1.28,0.1,0.022,0.5,3.1,102.03,0.019,1.26,41.37,8.37,1.68,7,750,0.1,0.58,0.2134,6300,0.1438,5e-04,0.05,0.05,580,0.05,72000,0.1,0.0025,102.58,740,930,930,,,,750,24.214,1,2012-01-24,"2012","1","RS-03"
16.7,7.678,2.81,1933,11,506.93,118.02,277.73,1.53,0.1,0.022,10.33,23.83,157.81,3.06,15.96,81.91,8.37,5.82,25,983,0.1,5.86,0.3718,5700,0.1185,5e-04,0.05,0.05,0.129,0.245,81000,0.1,0.0025,150.14,650,430000,230000,,,,1008,71.972,0,2012-01-24,"2012","1","RS-04"
23.8,7.92,3.45,1981,5.3,502.55,123.85,313.21,1.3,0.43,0.17,11.71,26.24,149.54,0.49,9.93,72.78,8.37,5.58,7,1031,0.1,0.58,0.7886,6000,0.1078,1190,0.05,0.05,0.168,0.164,1010,0.1,140,154.37,410,93000,43000,,,,1031,75.873,1,2012-01-24,"2012","1","RS-05"
18.2,8.2,9.11,1915,4.5,482.12,123.9,312.03,1.42,4.64,0.45,10.06,23.14,156.49,0.41,26.28,85.33,8.37,6.4,7,1024,0.1,0.1,0.3106,6000,0.1037,5e-04,0.05,0.05,0.163,0.175,80000,0.1,0.0025,163.17,0.199,750000,750000,,,,1024,60.283,0,2012-01-24,"2012","1","RS-06"
19.8,7.66,0.85,1724,55,422.77,116.33,202.47,1.64,0.24,180,19.97,43.46,141.33,7.5,123.75,261.51,19.25,6.54,60,922,0.1,1.56,0.9418,7000,0.1014,237.8,0.76,0.05,0.4,0.169,1100,0.1,4500,142.02,0.166,4600000,4600000,,,,982,88.609,0,2012-01-24,"2012","1","RS-07"
18.3,7.65,4.02,1625,55,401.36,104.86,201.49,1.85,0.17,0.022,17.91,39.54,121.82,4.9,88.8,236.4,10.24,6.32,87,854,1.5,1.37,1.5848,7800,832,8460,0.05,0.05,0.721,0.215,1230,0.1,4100,136.09,0.164,1.1e+07,1.1e+07,,,,941,83.343,1,2012-01-24,"2012","1","RS-08"
22.7,7.53,0.86,1209,60,334.71,72.93,164.64,1.39,0.14,120,12.74,28.86,71.75,2.1,15.42,66.31,8.37,3.84,7,592,0.1,10.98,0.1616,4600,591,5e-04,0.05,0.05,960,0.178,1020,0.1,0.0025,93.44,630,3,3,,,,,34.216,0,2012-01-24,"2012","1","RS-09"
22.5,7.21,5.4,1229,4.6,289.47,69.25,162.68,1.45,3.46,0.315,8.54,20.04,75.85,0.46,8.06,38.56,8.37,3.89,8,588,0.1,0.1,0.2872,0.2872,626,5e-04,0.05,0.05,0.163,0.144,1090,0.1,0.0025,92.93,470,4600,4600,,,,596,34.186,0,2012-01-24,"2012","1","RS-RS-010"
20.5,7.65,0.6,1825,100,562.39,100.71,278.32,1.29,0.31,0.022,22.39,48.83,108.53,11.44,141.6,285.49,8.37,7.83,73,920,0.1,17.22,0.7817,5000,229,5e-04,0.05,0.05,0.534,0.301,87000,0.1,2900,126.62,0.275,7.5e+07,2.3e+07,,,,993,125.501,1,2012-01-24,"2012","1","AA-0RS-01"
19.3,7.72,2.09,2080,30,575.04,121.3,290.67,1.89,0.1,0.022,20.25,43.53,140.97,3.44,47.4,124.91,8.37,8.6,46,1027,0.1,1.37,0.9134,5800,932,5e-04,0.05,0.05,0.343,0.296,1300,0.1,0.0025,164.53,670,4600000,2400000,,,,1073,103.986,1,2012-01-24,"2012","1","AA-0RS-02"
18.8,8.53,4.64,1163,28,354.17,58.82,242.56,1.45,0.1,0.022,1.58,5.44,80.46,0.019,1.26,32.25,8.37,0.37,25,667,0.1,0.19,2.0174,8700,0.1823,5e-04,0.05,0.05,1.291,0.05,75000,0.1,0.0025,92.43,0.08,43000,9000,,,,692,61.5354,0,2012-01-24,"2012","1","RZ-0RS-01"
17.8,6.93,1.98,692,25,257.78,43.52,174.83,0.53,0.11,0.05,3.28,8.88,50.63,1.16,15.12,55.28,8.37,1.01,23,459,0.2,4.7,0.7807,3000,906,5e-04,0.05,0.05,0.997,0.342,97000,0.1,0.0025,62.3,550,930000,430000,24.5,,,482,12.64,1,2012-02-21,"2012","2","RS-01"
18.8,7.14,2.88,998,27,358.07,69.12,240.77,1.07,0.1,0.022,1.78,5.94,86.5,0.35,7.11,41.43,8.37,1.53,14,656,0.1,14.46,0.2718,5100,0.141,5e-04,0.05,0.05,0.149,0.246,79000,0.1,0.0025,103,240,43000,43000,27.6,,,670,13.432,1,2012-02-21,"2012","2","RS-02"
21.1,7.21,2.05,1060,10,349.04,78.28,252.85,0.96,0.16,150,0.5,3.28,118.34,0.019,2.49,32.67,8.37,1.99,7,741,0.3,0.2,1.0972,4400,0.1569,5e-04,0.05,0.05,0.584,0.228,84000,0.1,0.0025,116,0.03,7500,4300,30.2,,,741,17.538,1,2012-02-21,"2012","2","RS-03"
20.4,7.22,4.89,1044,15,357.07,74.13,221.36,1.12,0.13,0.022,5.94,14.35,97.95,3.28,15.96,91.82,8.37,4.26,17,673,0.1,0.1,0.7642,3800,714,5e-04,0.05,0.05,0.376,0.339,77000,0.1,0.0025,113.2,0.03,1.1e+08,1.1e+08,29.6,,,690,55.53,1,2012-02-21,"2012","2","RS-04"
21.4,7.21,0.6,1034,7.5,352.55,72.93,225.92,0.99,0.45,250,6.08,14.55,95.75,1.72,10.44,78.07,8.37,4.57,8,754,0.1,1.96,0.4985,4700,955,5e-04,0.05,0.05,0.325,0.401,5e-04,0.1,0.0025,114,0.105,93000,43000,28,,,762,58.294,1,2012-02-21,"2012","2","RS-05"
21.9,7.68,3.07,1030,5.1,319.96,72.97,238.19,1.07,4.41,0.71,3.69,9.97,102.62,0.46,16.8,64.32,8.37,4.29,14,650,0.1,0.1,0.4071,4500,848,5e-04,0.05,0.05,0.237,0.283,5e-04,0.1,0.0025,113.8,360,28000,21000,30,,,664,53.95,0,2012-02-21,"2012","2","RS-06"
23.3,7.47,0,1341,38,403.71,110.67,233.24,1.56,0.49,0.022,18.31,36.69,132.95,7.72,132.3,283.53,17.79,6.42,78,675,0.1,1.57,1.1734,7200,981,4670,0.05,0.05,0.612,0.132,67000,0.1,0.0025,154.1,0.17,1.1e+07,1500000,29,,,753,73.088,1,2012-02-21,"2012","2","RS-07"
21.2,7.64,5.2,1261,29,391.17,101.85,235.22,1.51,0.5,250,11.07,23.64,116.49,1.97,35.88,138.18,8.37,4.06,76,753,0.6,0.1,4.2732,116,0.1348,1720,0.05,0.05,1.371,0.258,1100,0.102,0.0025,146.2,760,1.1e+07,4600000,27,,,829,102.672,0,2012-02-21,"2012","2","RS-08"
21.1,7.49,3.99,984,5.1,323.97,70.52,186.52,1.3,0.48,0.022,8.61,19.74,79.13,1.49,13.14,69.82,8.37,3.61,9,602,0.1,2.94,0.1769,4400,0.005,5e-04,0.05,0.05,0.14,0.201,68000,0.1,0.0025,116.3,990,43000,43000,,,,611,63.164,1,2012-02-21,"2012","2","RS-09"
23.8,7.77,9.1,940,34,276.83,68.49,179.78,1.29,3.77,0.325,6.28,14.41,96.09,0.47,9.42,32.67,8.37,3.66,8,605,0.1,0.1,0.2538,5500,654,5e-04,0.05,0.05,0.135,810,74000,0.1,0.0025,104.1,420,2400,2400,29.6,,,613,54.378,0,2012-02-21,"2012","2","RS-RS-010"
22.7,7.35,1.91,1264,52,455.86,77.41,242.75,1.25,0.26,0.022,17.56,38.8,98.86,7.54,98.1,236,10.53,6.02,73,752,0.1,10.15,1.3592,3800,882,5e-04,0.05,0.05,0.7,0.406,98000,0.325,0.0025,114.4,760,1.1e+07,4600000,,,,825,137.0732,1,2012-02-21,"2012","2","AA-0RS-01"
20.4,7.24,1.23,1185,29,400.2,87,,1.11,0.12,0.022,8.4,19.33,94.51,4.88,19.32,125.6,8.37,5.17,40,744,0.1,0.98,1.2503,3600,768,5e-04,0.05,0.05,0.469,0.394,1040,0.1,0.0025,127.6,700,1.1e+07,1.1e+07,29.4,,,784,118.1008,1,2012-02-21,"2012","2","AA-0RS-02"
18.7,7.03,3.87,725,30,286.36,43.86,181.57,0.56,0.13,0.022,3.21,8.95,52.76,1.57,27.96,70.21,8.37,1.38,23,483,0.9,7.84,0.5177,3700,906,5e-04,0.05,0.05,0.686,0.3,65000,0.1,0.0025,70.4,360,2400000,2400000,24.2,,,506,17.5304,1,2012-02-21,"2012","2","RZ-0RS-01"
22.9,8.4,2.43,1036,30,398.82,64.49,271.57,1.33,0.45,0.022,,,89.64,0.019,4.12,35.61,8.37,0.8,50,709,0.1,1.76,0.9857,5200,0.1532,1100,0.05,0.05,1.469,550,97000,0.1,147,108.6,0.729,750,430,25.2,,,759,,0,2012-04-24,"2012","4","RS-01"
22.5,7.56,0.27,1111,6.6,426.36,68.44,292.29,1.34,0.41,0.022,,,101.17,0.23,5.27,40.36,8.37,1.25,7,766,0.1,11.92,424,3500,0.1111,5e-04,0.05,0.05,620,820,74000,0.1,8500,111,0.15,930,430,25.4,,,766,,0,2012-04-24,"2012","4","RS-02"
21.3,7.75,1.73,1234,5.7,437.6,13.78,299.64,1.37,0.48,160,,,119,0.29,3.68,53.02,8.37,1.62,31,843,0.1,1.37,620,3900,0.1101,5e-04,0.05,0.05,0.05,0.154,85000,0.1,0.0025,140.8,640,15000,9000,28.2,,,874,,1,2012-04-24,"2012","4","RS-03"
21.8,7.58,3.8,1272,2.7,439.11,99.15,285.51,1.41,0.44,660,,,140.44,0.43,3.29,41.94,8.37,0.8,7,913,0.1,0.59,409,3000,809,5e-04,0.05,0.05,870,0.1,79000,0.1,0.0025,159.3,0.264,20000,9000,30.8,,,913,,0,2012-04-24,"2012","4","RS-04"
23.5,7.91,2.27,1372,4,436.56,95.15,288.3,1.78,0.95,740,,,145.35,0.019,3.84,45.11,8.37,1.78,7,931,0.1,0.98,835,3700,613,5e-04,0.05,0.05,0.138,970,5e-04,0.1,0.0025,156.2,540,21000,15000,36.2,,,931,,1,2012-04-24,"2012","4","RS-05"
23.8,8.38,6.89,1294,4.9,419.73,98.42,283.52,1.61,3.36,0.175,,,134.75,0.44,7.66,48.27,8.37,1.61,18,916,0.1,0.78,0.1459,2900,611,5e-04,0.05,0.05,0.253,970,5e-04,0.1,0.0025,154.6,0.816,11000,2100,36.8,,,934,,0,2012-04-24,"2012","4","RS-06"
