"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Temp. ambiente","Transparencia Secchi","Sólidos totales","Nitrógeno total","Clorofilas","Materia flotante","fecha","est_fijas","año","mes","est"
16.4,9.19,7.77,763,70,323.08,58.25,112.85,0.85,0.1,0.022,0.82,7.58,12.75,0.019,15.57,127.51,35.65,1.1,53,528,0.1,2.52,0.1199,0.0025,5200,5e-04,0.05,0.05,0.05,670,70000,0.1,0.0025,100.5,440,2100,390,5,13.4,0.17,581,7.58,258.65,,2016-01-27,FALSE,"2016","1","16"
16.1,9.23,7.42,766,80,324.06,58.16,130.33,0.79,0.1,0.022,0.88,7.41,11.75,0.019,13.98,129.85,8.37,1.16,47,543,0.1,2.32,583,0.0025,6300,5e-04,0.05,0.05,0.06,0.06,73000,0.1,0.0025,99.4,0.02,11000,2400,3.3,12.1,0.15,590,7.41,219.76,,2016-01-27,FALSE,"2016","1","17"
16.1,9.2,6.4,766,70,321.31,57.96,133.71,0.74,0.1,0.022,0.76,8.23,12.75,0.019,17.79,121.96,17.15,1.06,58,543,0.1,2.9,0.2189,0.0025,9100,5e-04,0.05,0.05,0.134,580,56000,0.1,0.0025,101,2.05,15000,4300,2.9,11.3,0.14,601,8.23,243.52,,2016-01-27,FALSE,"2016","1","18"
21.7,9.14,9.9,802,70,335.44,57.97,141.25,0.81,0.1,0.022,0.72,9.09,9.46,0.019,23.28,168.4,8.37,1.43,74,519,0.1,2.34,693,0.0025,9900,5e-04,0.05,0.05,0.08,0.116,60000,0.1,0.0025,106.7,0.02,46000,24000,2.72,22.4,12,593,9.09,243.62,,2016-02-22,TRUE,"2016","2","LC-01"
21.4,9.33,12.77,801,70,338.59,58.21,153.79,5.87,0.1,0.022,0.5,8.13,12.14,0.019,17.88,177.4,8.37,1.29,65,538,0.1,2.28,528,0.0025,103,5e-04,0.05,0.05,0.05,860,58000,0.1,0.0025,105.5,0.02,930,430,3.08,23.3,11,603,8.13,236.29,,2016-02-22,TRUE,"2016","2","LC-02"
21.9,9.33,12.9,802,75,337.21,58.12,143.53,0.99,0.1,0.022,0.5,7.58,9.61,0.019,17.25,176.29,8.37,1.25,60,498,0.1,2.22,935,0.0025,135,5e-04,0.05,0.05,0.05,780,57000,0.1,0.0025,102.6,0.02,2400,430,4.37,23.2,15,558,7.58,274.57,,2016-02-22,TRUE,"2016","2","LC-03"
22.6,9.4,13.29,799,70,334.45,58.69,137.08,0.99,0.1,0.022,0.5,7.34,9.92,0.019,19.14,181.84,8.37,1.24,49,560,0.1,4.08,990,0.0025,114,5e-04,0.05,0.05,0.05,690,63000,0.1,0.0025,105.3,0.181,4600,4600,3.9,23,13,609,7.34,155.33,,2016-02-22,TRUE,"2016","2","LC-04"
22,9.41,12.74,803,75,335.44,58.31,144.48,0.64,0.15,0.022,0.5,7.76,40.65,0.019,19.86,153.21,8.37,1.25,64,524,0.1,3.08,638,0.0025,8500,5e-04,0.05,0.05,710,0.57,53000,0.1,0.0025,105.9,330,430,230,3.32,23.2,13,588,7.91,217.32,,2016-02-22,TRUE,"2016","2","LC-05"
19,9.1,10.37,800,75,342.93,59.55,135.36,0.81,0.1,0.022,0.5,7.95,10.83,0.019,15.69,167.53,42.76,1.44,32,555,0.1,4.44,0.2002,0.0025,146,5e-04,0.05,0.05,0.101,730,82000,0.1,0.0025,107,240,46000,46000,2.22,20.9,12,587,7.95,269.26,,2016-03-14,TRUE,"2016","3","LC-01"
22.2,9.43,19.54,802,75,337.8,61.89,136.06,0.84,0.1,0.022,0.5,7.76,10.26,0.019,18.09,174.24,8.37,1.21,12,604,0.1,4.28,0.1474,0.0025,120,5e-04,0.05,0.05,880,0.05,82000,0.1,0.0025,108.7,650,430,230,3.06,23.6,11,616,7.76,174.32,,2016-03-14,TRUE,"2016","3","LC-02"
21.9,9.51,18.81,792,75,341.16,62.89,183.59,0.82,0.1,0.022,0.5,8.07,9.54,0.019,26.52,183.59,8.37,1.18,56,591,0.1,5.4,0.1474,0.0025,113,5e-04,0.05,0.05,880,0.05,88000,0.1,0.0025,106.7,0.02,230,90,4.3,23.5,13,647,8.07,296.61,,2016-03-14,TRUE,"2016","3","LC-03"
24.7,9.49,17.87,799,70,337.61,63.03,136.43,0.83,0.1,0.022,0.5,7.7,10.44,0.019,21.84,158.76,8.37,1.14,35,595,0.1,5.32,528,0.0025,9900,5e-04,0.05,0.05,690,0.05,93000,0.1,0.0025,107.9,240,90,90,3.64,23.2,13,630,7.7,289.6,,2016-03-14,TRUE,"2016","3","LC-04"
21.7,9.39,17.95,786,75,341.94,62.32,139.39,0.85,0.15,0.022,0.5,7.52,9.89,0.019,22.68,167.53,26.76,1.09,48,567,0.1,4.38,0.1474,0.0025,129,5e-04,0.05,0.05,780,0.05,87000,0.1,0.0025,107.1,240,90,90,1.46,23.3,13,615,7.67,309.58,,2016-03-14,TRUE,"2016","3","LC-05"
20.6,9.18,9.56,876,95,375.29,64.45,150.74,1.49,0.11,0.022,0.5,8.55,12.4,0.019,18.57,299.85,8.37,1.56,78,570,0.1,1.64,0.1309,0.0025,0.005,5e-04,0.05,0.05,0.11,880,5e-04,0.1,0.0025,111.1,0.02,46000,46000,2.22,20.3,12,648,8.66,323.1,,2016-04-25,TRUE,"2016","4","LC-01"
22.6,9.39,14.02,861,90,376.31,64.4,154.36,0.95,0.1,0.022,0.5,8.61,9.77,0.019,15.99,300.43,8.37,1.45,62,704,0.1,2.02,869,0.0025,0.005,5e-04,0.05,0.05,0.101,650,5e-04,0.1,0.0025,111.7,0.02,2400,90,3.06,22.9,11,766,8.76,317.73,,2016-04-25,TRUE,"2016","4","LC-02"
23.1,9.41,15.83,862,85,377.96,64.98,152.01,0.95,0.1,0.022,0.5,7.58,10.46,0.019,16.56,314.63,8.37,1.35,52,603,0.1,1.7,0.01,0.0025,0.005,5e-04,0.05,0.05,0.05,0.06,5e-04,0.1,0.0025,110.8,0.02,2400,430,4.3,22.2,13,655,7.7,263.51,,2016-04-25,TRUE,"2016","4","LC-03"
21.2,9.3,11.51,862,85,375.7,64.06,154.91,0.96,0.1,0.022,0.5,8.25,11.65,0.019,15.33,294.93,8.37,1.28,68,592,0.1,1.86,0.01,0.0025,0.005,5e-04,0.05,0.05,0.05,730,5e-04,0.1,0.0025,111.6,0.02,4600,90,3.64,20.7,13,660,8.37,304.89,,2016-04-25,TRUE,"2016","4","LC-04"
22.3,9.45,16.22,860,110,377.34,64.45,156.9,1.64,0.15,0.022,0.5,8.19,10.39,0.019,18.72,288.55,26.76,1.2,73,601,0.1,1.9,0.1386,0.0025,0.005,5e-04,0.05,0.05,0.158,0.06,5e-04,0.1,0.0025,111.5,0.02,11000,11000,1.46,21.8,13,674,8.35,325.53,,2016-04-25,TRUE,"2016","4","LC-05"
22.2,9.06,5.56,850,120.67,375.42,67.4,168.85,0.88,0.1,0.022,0.5,10.31,12.15,0.019,16.17,317.82,8.37,1.78,78,616,0.1,3.74,0.2332,3600,168,5e-04,0.05,0.05,0.183,760,5e-04,0.1,0.0025,115,0.02,110000,110000,,,,694,10.31,253.18,,2016-05-30,TRUE,"2016","5","LC-01"
25.3,9.41,8.78,929,123.47,374.66,70.36,171.52,0.88,0.1,0.022,0.5,9.59,12.6,0.19,17.55,329.12,8.37,1.48,72,640,0.1,2.86,0.1419,4400,124,5e-04,0.05,0.05,0.147,0.05,5e-04,0.1,0.0025,115.2,0.15,430,90,,,,712,9.59,284.55,,2016-05-30,TRUE,"2016","5","LC-02"
23.4,9.28,7.74,910,120.93,369.34,67.97,170,0.93,0.1,0.022,0.5,15.4,15.02,0.19,14.01,322.74,8.79,1.42,74,647,0.1,3.36,440,4200,106,5e-04,0.05,0.05,0.103,550,5e-04,0.1,0.0025,115,0.02,2400,2400,,,,721,15.4,274.39,,2016-05-30,TRUE,"2016","5","LC-03"
24.4,9.33,8.73,932,116.12,366.31,67.83,171.71,1.39,0.1,0.022,0.5,9.83,11.26,0.19,16.14,324.19,8.37,1.5,46,688,0.1,3.46,682,3800,117,5e-04,0.05,0.05,0.107,550,5e-04,0.1,0.0025,114.6,0.02,4600,230,,,,734,9.83,270.34,,2016-05-30,TRUE,"2016","5","LC-04"
24.4,9.28,3.31,931,119.87,362.33,70.03,168.47,0.92,0.1,0.022,0.5,9.53,11.84,0.19,18.24,327.67,8.79,1.44,80,626,0.1,3.38,0.1298,3500,123,5e-04,0.05,0.05,0.107,0.05,5e-04,0.1,0.0025,113.9,0.02,430,90,,,,706,9.53,271.71,,2016-05-30,TRUE,"2016","5","LC-05"
23.7,9.12,5.94,850,130,361.62,61.34,166.58,0.74,0.1,0.022,0.5,10.13,17.32,0.19,16.35,336.07,8.37,1.57,90,636,0.1,2.29,2.5432,2600,176,5e-04,0.05,0.05,1.093,720,5e-04,0.1,0.0025,104.4,610,240000,240000,,,,726,10.13,539.6,,2016-06-27,TRUE,"2016","6","LC-01"
23,9.11,2.55,907,120,375.75,65.53,163.19,0.8,0.1,0.022,0.5,10.78,11.33,0.19,17.07,311.15,8.37,1.51,65,636,0.1,1.76,120,0.286,2600,183,5e-04,0.05,0.05,0.274,0.05,5e-04,0.1,0.0025,111.1,0.201,46000,,,,701,10.78,418.42,,2016-06-27,TRUE,"2016","6","LC-02"
24.4,9.1,3.33,930,100,383.62,66.19,170.92,0.66,0.1,0.022,0.5,9.95,11.36,0.19,17.1,314.92,8.37,1.47,60,632,0.1,1.34,572,0.0025,190,5e-04,0.05,0.05,0.05,0.05,5e-04,0.1,0.0025,113.4,260,430,230,,,,692,9.95,533.81,,2016-06-27,TRUE,"2016","6","LC-03"
23.7,9.14,2.04,885,100,382.61,66.23,171.76,0.78,0.1,0.022,0.5,9.53,11.29,0.19,16.44,305.07,8.37,1.46,84,602,0.1,1.55,0.01,2500,167,5e-04,0.05,0.05,690,0.05,5e-04,0.1,0.0025,113.8,360,430,430,,,,686,9.53,496.17,,2016-06-27,TRUE,"2016","6","LC-04"
23.8,9.14,2.27,922,922,363.84,64.07,164.19,0.94,0.1,0.022,0.1,0.022,11.64,0.19,17.04,294.64,8.37,1.42,62,657,0.1,1.26,0.638,0.0025,197,5e-04,0.05,0.05,0.412,0.05,5e-04,0.1,0.0025,110.1,0.325,43000,43000,,,,719,9.71,478.39,,2016-06-27,TRUE,"2016","6","LC-05"
26,8.91,2.13,860,75,370.81,62.47,162.42,0.58,0.1,0.022,1.32,10.07,6.65,0.19,28.98,109.1,8.37,1.55,72,573,0.1,2.54,0.2651,0.0025,0.005,5e-04,0.05,0.05,0.272,0.12,5e-04,0.1,0.0025,102.1,0.02,110000,110000,,,,645,10.07,326.23,,2016-07-25,TRUE,"2016","7","LC-01"
26.1,9.26,7.22,895,100,371.79,64.71,174.8,0.69,0.1,0.022,0.5,10.9,5.14,0.19,17.1,156.55,8.37,1.46,66,622,0.1,1.82,0.01,0.0025,0.005,5e-04,0.05,0.05,820,0.051,5e-04,0.1,0.0025,105.3,460,4600,430,,,,688,10.9,344.43,,2016-07-25,TRUE,"2016","7","LC-02"
25,9.3,9.2,893,110,362.17,64.38,161.05,0.77,0.1,0.022,0.5,9.41,5.06,0.19,16.24,167.76,11.36,1.43,62,620,0.1,0.37,0.01,0.0025,0.005,5e-04,0.05,0.05,780,0.05,5e-04,0.1,0.0025,110.8,0.193,930,930,,,,682,9.41,340.72,,2016-07-25,TRUE,"2016","7","LC-03"
25.7,9.24,7.55,844,110,366.88,63.5,173.42,0.74,0.1,0.022,0.5,9.89,5.13,0.19,17.88,156.55,8.37,1.43,65,630,0.1,0.97,0.01,0.0025,0.005,5e-04,0.05,0.05,680,570,5e-04,0.1,0.0025,110.1,0.02,430,430,,,,695,9.89,244.31,,2016-07-25,TRUE,"2016","7","LC-04"
25.2,9.29,8.79,893,110,367.67,65.46,159.48,0.52,0.1,0.022,0.5,8.63,5.03,0.19,16.02,158.62,8.37,1.47,68,598,0.1,0.31,0.1,0.0025,0.005,5e-04,0.05,0.05,780,0.05,5e-04,0.1,0.0025,111.6,460,15000,15000,,,,666,8.63,330.43,,2016-07-25,TRUE,"2016","7","LC-05"
25.4,8.59,5.55,792,22,336.63,54.1,153.4,0.49,0.1,0.022,2.7,8.45,10,0.19,9.97,94.94,8.37,1.45,28,542,0.1,1.01,0.1628,0.0025,183,5e-04,0.05,0.05,0.199,0.117,5e-04,0.1,0.0025,95.2,0.02,460000,460000,,,,570,8.45,237.15,,2016-08-28,TRUE,"2016","8","LC-01"
26.1,8.95,10.2,851,40,363.44,62.18,165,0.68,0.1,0.022,0.66,8.57,10,0.19,23.28,97.52,8.37,1.24,30,596,0.1,7.52,0.01,0.0025,198,5e-04,0.05,0.05,0.05,890,5e-04,0.1,0.0025,108.6,0.02,1500,230,,,,626,8.57,232.34,,2016-08-28,TRUE,"2016","8","LC-02"
25.9,8.87,6.38,857,37,363.04,60.79,170,0.65,0.1,0.022,2.16,8.51,10,0.19,14.88,92.88,8.37,1.2,25,626,0.1,3.85,0.01,0.0025,162,5e-04,0.05,0.05,590,850,5e-04,0.1,0.0025,109.8,0.02,110000,46000,,,,621,8.51,194.08,,2016-08-28,TRUE,"2016","8","LC-03"
25.4,8.75,2.53,864,27,370.19,60.88,175.6,0.59,0.1,0.022,1.98,7.79,10,0.19,23.28,96.49,8.37,1.29,17,609,0.1,1.01,704,0.0025,160,5e-04,0.05,0.05,0.109,0.109,5e-04,0.1,0.0025,108.5,0.02,4600,2400,,,,626,7.79,176.99,,2016-08-28,TRUE,"2016","8","LC-04"
24.7,8.84,4.91,865,27,373.57,61.11,171.8,0.72,0.1,0.022,1.74,8.39,10,0.19,12.99,108.22,8.37,1.24,18,592,0.1,1.01,0.01,0.0025,186,5e-04,0.05,0.05,0.05,950,5e-04,0.1,0.0025,109.1,0.02,865,240000,,,,610,8.39,94.17,,2016-08-28,TRUE,"2016","8","LC-05"
25.6,8.99,7.46,790,55,370.26,59.62,178.36,0.78,0.1,0.022,0.5,7.85,10,0.19,15.93,170.99,9.56,1.5,19,604,0.1,4.81,0.01,0.0025,8800,5e-04,0.05,0.05,960,0.123,5e-04,0.1,0.0025,102.3,0.02,46000,46000,,,,623,7.85,208.6,,2016-09-27,TRUE,"2016","9","LC-01"
25.9,9.17,13.57,814,55,377.87,61.58,161.31,0.88,0.1,680,0.5,7.73,10,0.19,20.31,182.73,8.37,1.34,27,615,0.1,4.25,0.01,0.0025,107,5e-04,0.05,0.05,0.127,640,5e-04,0.1,0.0025,103.5,0.02,4600,4600,,,,642,7.8,323.02,,2016-09-27,TRUE,"2016","9","LC-02"
25.5,9.22,16.09,807,55,369.64,60.93,161.5,0.73,0.1,0.022,0.5,7.73,10,0.19,17.01,201.32,8.37,1.35,45,591,0.1,4.79,0.01,0.0025,105,5e-04,0.05,0.05,0.05,520,5e-04,0.1,0.0025,105.6,0.02,40,3,,,,636,7.73,257.14,,2016-09-27,TRUE,"2016","9","LC-03"
25.7,9.12,12.36,808,55,381.16,60.74,161.7,0.7,0.1,0.022,0.5,8.03,10,0.19,23.76,294.88,8.37,1.42,44,624,0.1,4.51,0.01,0.0025,9700,5e-04,0.05,0.05,590,910,5e-04,0.1,0.0025,104.7,0.02,2400,930,,,,668,8.03,318.75,,2016-09-27,TRUE,"2016","9","LC-04"
24.5,9.09,10.1,811,50,376.22,60.6,160.52,0.75,0.1,630,0.5,7.49,10,0.19,14.88,162.12,8.37,1.25,40,592,0.1,4.67,0.01,0.0025,8400,5e-04,0.05,0.05,790,640,5e-04,0.1,0.0025,105.2,410,430,430,,,,632,7.55,286.1,,2016-09-27,TRUE,"2016","9","LC-05"
23.6,9.21,9.98,768,55,339.89,57.21,148.29,0.59,0.1,0.022,0.5,6.9,10,0.19,48.84,163.27,8.37,1.4,47,539,0.1,4.01,0.3047,0.0025,7500,5e-04,0.05,0.05,0.111,660,5e-04,0.1,0.0025,89.4,0.02,4300,4300,,,,586,6.9,293.15,,2016-10-24,TRUE,"2016","10","LC-01"
23.1,9.1,4.84,768,60,339.89,57.21,149.29,0.54,0.1,0.022,0.5,6.33,10,0.19,27.6,218.49,8.37,1.35,45,554,0.1,4.15,0.2794,0.0025,6300,5e-04,0.05,0.05,0.08,740,5e-04,0.1,0.0025,88.5,0.02,430,230,,,,599,6.33,286.5,,2016-10-24,TRUE,"2016","10","LC-02"
23.1,9.25,11.74,768,75,331.36,57.59,150.48,0.64,0.1,0.022,0.5,7.52,10,0.19,36.6,159.26,8.37,1.32,65,540,0.1,3.69,0.3201,0.0025,5400,5e-04,0.05,0.05,760,590,5e-04,0.1,0.0025,87.9,700,930,150,,,,605,7.52,295.64,,2016-10-24,TRUE,"2016","10","LC-03"
22.3,9.17,8.37,771,55,333.14,57.11,148.89,0.91,0.1,0.022,0.5,7.52,10,0.19,35.34,153.83,8.37,1.32,41,576,0.1,3.45,0.1804,0.0025,5200,5e-04,0.05,0.05,690,630,5e-04,0.1,0.0025,88.6,0.02,230,90,,,,617,7.52,223.72,,2016-10-24,TRUE,"2016","10","LC-04"
21.9,9.13,7.44,779,65,342.86,56.69,152.07,0.63,0.1,0.022,0.5,7.35,10,0.19,33.84,156.97,8.37,1.41,55,541,0.1,3.23,0.2794,0.0025,0.005,5e-04,0.05,0.05,0.122,630,5e-04,0.1,0.0025,89.2,550,2400,2400,,,,596,7.35,151.36,,2016-10-24,TRUE,"2016","10","LC-05"
20.7,9.01,,759,45,364.7,56.2,158.38,0.78,0.1,0.022,0.5,9.95,10,0.19,22.74,173.28,8.37,1.48,17,590,0.1,2.73,121,3000,0.1781,5e-04,0.05,0.05,980,880,63000,0.1,3600,102.7,0.02,110000,110000,,,,607,9.95,231.92,,2016-12-12,TRUE,"2016","12","LC-01"
21.9,9.24,,7.46,70,358.83,58.47,169.74,0.83,0.1,0.022,0.5,10.75,10,0.19,33.3,168.13,8.37,1.34,35,555,0.1,2.13,0.01,0,0.2196,5e-04,0.05,0.05,0.05,640,5e-04,0.1,0.0025,103.2,0.02,430,90,,,,590,10.75,205.87,,2016-12-12,TRUE,"2016","12","LC-02"
24.2,9.27,,753,70,372.67,59.88,167.74,0.76,0.1,0.022,0.5,7.01,10,0.19,30.78,187.02,8.37,1.32,7,586,0.1,1.91,0.01,2700,0.181,5e-04,0.05,0.05,0.05,530,5e-04,0.1,0.0025,103.1,0.02,90,40,,,,586,7.01,194.2,,2016-12-12,TRUE,"2016","12","LC-03"
21.5,9.29,,757,60,369.1,56.86,164.15,0.77,0.1,0.022,0.5,9.56,10,0.19,29.04,191.31,8.37,1.42,7,586,0.1,1.51,0.01,2600,0.198,5e-04,0.05,0.05,0.05,510,5e-04,0.1,0.0025,102.8,0.02,230,90,,,,593,9.56,243.47,,2016-12-12,TRUE,"2016","12","LC-04"
21.8,9.3,,7.41,60,371.62,58.18,159.57,0.73,0.1,0.022,0.5,7.58,10,0.19,31.02,180.15,8.37,1.22,18,561,0.1,0.85,0.01,0.0025,0.148,5e-04,0.05,0.05,0.05,510,5e-04,0.1,0.0025,103.4,0.02,90,90,,,,579,7.58,206.49,,2016-12-12,TRUE,"2016","12","LC-05"
18.5,9.13,,758,50,368.23,60.46,166.11,0.62,0.1,0.022,0.5,10.24,10,0.19,17.13,157.32,8.37,1.47,40,584,0.1,3.12,0.2592,0.0025,0.1827,5e-04,0.05,0.05,0.108,730,5e-04,0.1,3600,108.72,0.02,11000,2400,,16.4,,624,10.24,260.82,,2017-01-30,TRUE,"2017","1","LC-01"
20.4,9.35,,762,60,368.63,60.83,173.37,0.98,0.1,0.022,0.5,10.92,10,0.19,18.3,147.12,8.37,1.45,27,604,0.1,2.42,0.2692,0.0025,0.1915,5e-04,0.05,0.05,950,0.06,5e-04,0.1,0.0025,110.36,0.02,930,430,,19.7,,631,10.92,205.87,,2017-01-30,TRUE,"2017","1","LC-02"
21.2,9.33,,767,70,374.86,63.71,170.87,0.63,0.1,0.022,0.5,8.26,10,0.19,16.59,156.45,8.37,1.43,52,584,0.1,2.76,0.2219,0.0025,0.1721,5e-04,0.05,0.05,0.112,550,5e-04,0.1,3700,109.36,0.02,4600,750,,18.7,,636,8.26,259.21,,2017-01-30,TRUE,"2017","1","LC-03"
18.1,9.25,,766,70,370.44,62.47,167.68,0.62,0.1,0.022,0.5,10.18,10,0.19,15.69,163.45,8.37,1.34,49,580,0.1,2.34,0.1503,0.0025,0.1349,5e-04,0.05,0.05,960,550,5e-04,0.1,0.0025,110.17,0.02,930,230,,17.8,,629,10.18,261.18,,2017-01-30,TRUE,"2017","1","LC-04"
19.8,9.34,,768,60,371.25,60.97,175.72,0.99,0.1,0.022,0.5,10.69,10,0.19,18.66,181.81,8.37,1.26,44,579,0.1,3.18,0.196,0.0025,0.149,5e-04,0.05,0.05,0.14,530,5e-04,0.1,0.0025,111.71,0.02,930,230,,16.7,,623,10.69,251.24,,2017-01-30,TRUE,"2017","1","LC-05"
18.8,7.54,,837,60,366.08,63.84,167.19,0.66,0.1,0.022,0.5,10.29,10,0.19,14.46,153.47,8.37,2.53,56,628,0.1,2.82,0.3603,0.0025,0.1776,5e-04,0.05,0.05,0.188,910,53000,0.1,2700,121.4,0.02,24000,2400,,20,,684,10.29,281.42,,2017-02-27,TRUE,"2017","2","LC-01"
21.7,7.37,,914,70,357.21,67.22,164.65,0.84,0.1,0.022,0.5,13.63,10,0.19,17.82,175.28,8.37,1.36,63,621,0.1,2.62,0.1917,0.0025,0.181,5e-04,0.05,0.05,0.05,590,55000,0.1,4100,121.56,0.02,930,3,,22.1,,684,13.63,307.42,,2017-02-27,TRUE,"2017","2","LC-02"
22.8,7.28,,923,70,363.26,65.13,166.22,0.84,0.1,0.022,0.5,8.43,10,0.19,30.6,143.28,9.8,1.36,65,613,0.1,3.08,0.1516,0.0025,0.1517,57000,0.05,0.05,520,0.05,52000,0.1,0.0025,120.7,0.02,210,70,,20.9,,678,8.43,276.92,,2017-02-27,TRUE,"2017","2","LC-03"
19.2,7.42,,854,65,368.1,64.03,166.61,0.84,0.1,0.022,0.5,9.67,10,0.19,15.36,157.72,8.37,1.39,57,586,0.1,2.96,0.1987,0.0025,0.1943,54000,0.05,0.05,0.05,620,5e-04,0.1,0.0025,120.88,0.02,4600,1500,,21.2,,643,9.67,285.27,,2017-02-27,TRUE,"2017","2","LC-04"
21.8,7.59,,917,65,365.28,66.98,163.68,0.76,0.1,0.022,0.5,7.92,10,0.19,21.81,183.2,11.34,1.41,65,621,0.1,3.08,0.2005,0.0025,0.1776,73000,0.05,0.05,0.05,0.05,5e-04,0.1,2500,120.43,0.02,930,90,,21.3,,686,7.92,162.66,,2017-02-27,TRUE,"2017","2","LC-05"
19.6,9.1,,788,90,403.6,62.66,181.38,0.65,0.1,0.022,0.5,10.41,10,0.19,19.11,108.46,8.37,1.66,75,600,0.1,2.98,0.5137,0.0025,0.1821,5e-04,0.05,0.28,1.671,760,5e-04,0.1,0.0025,129.72,0.02,11000,11000,,21.2,,675,10.41,296.02,,2017-03-27,TRUE,"2017","3","LC-01"
23.1,9.43,,776,70,391.5,63.98,176.68,0.73,0.1,0.022,0.5,9.05,10,0.19,20.19,110.72,8.37,1.36,27,624,0.1,2.55,0.2104,0.0025,0.1807,5e-04,0.05,0.05,0.111,0.05,5e-04,0.1,0.0025,129.23,0.02,430,430,,26.9,,651,9.05,203.51,,2017-03-27,TRUE,"2017","3","LC-02"
25,9.43,,783,80,387.26,64.78,182.76,0.79,0.1,0.022,0.5,10,10,0.19,23.34,98.86,8.37,1.38,40,679,0.1,3.24,0.1414,0.0025,0.1551,5e-04,0.05,0.05,570,0.05,5e-04,0.1,0.0025,130.48,0.02,2400,430,,25.3,,719,10,330.49,,2017-03-27,TRUE,"2017","3","LC-03"
22.3,9.4,,790,70,397.95,63.79,188.04,0.76,0.1,0.022,0.5,7.94,10,0.19,27.3,120.35,8.39,1.42,55,614,0.1,3.47,0.1363,0.0025,0.145,5e-04,0.05,0.05,550,0.05,5e-04,0.1,0.0025,127.8,0.02,4600,2400,,21.5,,669,7.94,335.39,,2017-03-27,TRUE,"2017","3","LC-04"
24.4,9.53,,793,70,388.88,61.62,186.87,2.97,0.1,0.022,0.5,10,10,0.19,23.58,122.33,11,1.28,18,646,0.1,3.67,0.3008,0.0025,0.1718,5e-04,0.05,0.05,0.133,0.05,5e-04,0.1,0.0025,130.3,0.02,4600,1500,,,,664,10,329.28,,2017-03-27,TRUE,"2017","3","LC-05"
20.2,9.21,,917,80,399.05,65.2,208.04,0.82,0.1,0.022,0.5,8.88,10,0.19,18.81,162.76,8.4,1.4,82,658,0.1,3.99,0.3424,0.0025,0.1469,1360,0.05,0.05,0.201,670,5e-04,0.1,0.0025,140.27,480,2400,430,,18.5,,740,8.88,301.36,,2017-04-27,TRUE,"2017","4","LC-01"
22,9.36,,908,70,398.09,67.04,200.78,0.79,0.1,0.022,0.5,10.23,10,0.19,17.1,164.16,8.74,1.3,80,651,0.1,4.58,0.1735,2900,0.1426,1290,0.05,0.05,610,540,5e-04,0.1,0.0025,136.79,340,930,40,,19.3,,731,10.23,311.72,,2017-04-27,TRUE,"2017","4","LC-02"
21.7,9.36,,923,70,401.75,66.9,208.82,0.81,0.1,0.022,0.5,8.7,10,0.19,18.96,166.69,9.25,1.26,95,681,0.1,4.16,0.1446,3800,0.1315,1010,0.05,0.05,560,510,5e-04,0.1,0.0025,132.18,510,430,40,,19.9,,776,8.7,168.07,,2017-04-27,TRUE,"2017","4","LC-03"
21.4,9.34,,919,70,393.28,68.21,191.77,0.81,0.1,0.022,0.5,7.29,10,0.19,17.4,172.01,10.67,1.25,89,631,0.1,4.83,0.1657,2500,0.1359,1280,0.05,0.05,640,0.05,5e-04,0.1,0.0025,133,560,430,40,,18.8,,720,7.29,302.93,,2017-04-27,TRUE,"2017","4","LC-04"
21.5,9.38,,924,80,388.27,66.47,210,0.82,0.1,0.022,0.5,8.23,10,0.19,16.86,166.69,9.13,1.26,78,649,0.1,5.09,0.1571,0.0025,0.129,1230,0.05,0.05,650,520,5e-04,0.1,0.0025,139.6,540,430,90,,19.1,,727,8.23,256.62,,2017-04-27,TRUE,"2017","4","LC-05"
23,9.15,,947,90,413.03,77.28,204.9,0.94,0.1,0.022,0.5,11.35,10,0.19,13.05,167.81,8.37,1.83,92,623,0.1,1.99,0.373,0.0025,0.1899,5e-04,0.05,0.05,0.166,0.06,5e-04,0.1,0.0025,136.2,0.02,9300,4300,,23,,715,11.35,340.9,,2017-05-29,TRUE,"2017","5","LC-01"
24.8,8.93,,872,90,425.99,75.78,192.16,0.92,0.1,0.022,0.5,9.47,10,0.19,7.02,154.07,8.37,1.62,72,654,0.1,1.79,0.2043,0.0025,0.1552,5e-04,0.05,0.05,880,0.05,5e-04,0.1,0.0025,139.65,0.04,930,430,,24.9,,726,9.47,310.16,,2017-05-29,TRUE,"2017","5","LC-02"
25.3,9.22,,896,100,422.26,75.87,190.2,0.97,0.15,0.022,0.5,9.82,10,0.19,12,148.75,8.37,1.57,82,671,0.1,1.85,0.2481,0.0025,0.1746,5e-04,0.05,0.05,740,0.05,5e-04,0.1,0.0025,138.15,0.154,430,230,,25.3,,753,9.97,283.92,,2017-05-29,TRUE,"2017","5","LC-03"
